Column,Word1,Word2
description,a,bacterial
description,bacterial,infection
description,infection,that
description,that,primarily
description,primarily,affects
description,affects,the
description,the,lungs
description,common,cold
description,cold,is
description,is,a
description,a,viral
description,viral,infection
description,infection,of
description,of,the
description,the,upper
description,upper,respiratory
description,respiratory,tract
description,pneumonia,is
description,is,an
description,an,inflammatory
description,inflammatory,condition
description,condition,affecting
description,affecting,the
description,the,air
description,air,sacs
description,sacs,in
description,in,the
description,the,lungs
description,dimorphic,hemmorhoids
description,hemmorhoids,piles
description,piles,is
description,is,a
description,a,condition
description,condition,characterized
description,characterized,by
description,by,swollen
description,swollen,blood
description,blood,vessels
description,vessels,in
description,in,the
description,the,rectum
description,heart,attack
description,attack,is
description,is,a
description,a,sudden
description,sudden,and
description,and,severe
description,severe,reduction
description,reduction,in
description,in,blood
description,blood,flow
description,flow,to
description,to,the
description,the,heart
description,heart,muscle
description,varicose,veins
description,veins,are
description,are,enlarged
description,enlarged,twisted
description,twisted,veins
description,veins,that
description,that,usually
description,usually,appear
description,appear,on
description,on,the
description,the,legs
description,hypothyroidism,is
description,is,a
description,a,condition
description,condition,where
description,where,the
description,the,thyroid
description,thyroid,gland
description,gland,doesn
description,doesn,t
description,t,produce
description,produce,enough
description,enough,thyroid
description,thyroid,hormone
description,hyperthyroidism,is
description,is,a
description,a,condition
description,condition,where
description,where,the
description,the,thyroid
description,thyroid,gland
description,gland,produces
description,produces,too
description,too,much
description,much,thyroid
description,thyroid,hormone
description,hypoglycemia,is
description,is,a
description,a,condition
description,condition,characterized
description,characterized,by
description,by,abnormally
description,abnormally,low
description,low,blood
